Insyde InsydeH2O 权限许可和访问控制问题漏洞|CNNVD-202202-108|2022-02-02|2022-03-03| |高危|权限许可和访问控制问题|Insyde InsydeH2O是中国台湾系微（Insyde）公司的一个 C 语言源，它实现了新技术“EFI/UEFI”规范，旨在取代传统的 BIOS（基本输入/输出系统）。 InsydeH2O Hardware-2-Operating System (H2O) UEFI固件存在权限许可和访问控制问题漏洞，该漏洞允许可能的攻击者劫持在系统管理模式下运行的代码的执行流程。利用此问题可能会导致 SMM 的权限升级。|CVE-2021-42113| | | | | | | | 
Google TensorFlow 缓冲区错误漏洞|CNNVD-202202-192|2022-02-03|2022-02-28| |高危|缓冲区错误|Google TensorFlow是美国谷歌（Google）公司的一套用于机器学习的端到端开源平台。 Tensorflow 存在缓冲区错误漏洞，该漏洞源于ReverseSequence的形状推理的实现并不完全验证batch dim的值，并可能导致读取堆OOB。|CVE-2022-21728| | | | | | | | 
Tenda G1 and G3 命令注入漏洞|CNNVD-202202-228|2022-02-03|2022-02-11| |超危|命令注入|Tenda G1 and G3是中国腾达（Tenda）公司的一个路由器。 Tenda G1 and G3 v15.11.0.17(9502)_CN存在命令注入漏洞，该漏洞允许攻击者通过 IPGroupStartIP 和 IPGroupEndIP 参数执行任意命令。|CVE-2022-24168| | | | | | | | 
Google TensorFlow 数字错误漏洞|CNNVD-202202-206|2022-02-03|2022-03-10| |中危|数字错误|Google TensorFlow是美国谷歌（Google）公司的一套用于机器学习的端到端开源平台。 Tensorflow 存在安全漏洞，该漏洞源于某些卷积运算的代价估计器可以用来执行一个被0除的运算。函数未能检查stride参数是否严格为正。|CVE-2022-21725| | | | | | | | 
Backdrop CMS 跨站请求伪造漏洞|CNNVD-202202-190|2022-02-03|2022-02-11| |高危|跨站请求伪造|Backdrop CMS是一套开源的内容管理系统（CMS）。 Backdrop CMS 存在跨站请求伪造漏洞，该漏洞源于通过上传带有精心制作的 PHP 文件的恶意加载项在托管 Web 服务器上获得远程代码执行 (RCE)。注意：供应商对此提出异议，因为攻击需要一个有权安装任意附加组件的高权限认证用户的会话 cookie。|CVE-2021-45268| | | | | | | | 
Tenda G1 and G3 命令注入漏洞|CNNVD-202202-226|2022-02-03|2022-02-11| |超危|命令注入|Tenda G1 and G3是中国腾达（Tenda）公司的一个路由器。 Tenda G1 and G3 v15.11.0.17(9502)_CN存在命令注入漏洞，该漏洞允许攻击者通过 dmzHost1 参数执行任意命令。|CVE-2022-24167| | | | | | | | 
Google TensorFlow 代码问题漏洞|CNNVD-202202-203|2022-02-03|2022-03-10| |中危|代码问题|Google TensorFlow是美国谷歌（Google）公司的一套用于机器学习的端到端开源平台。 Tensorflow 存在安全漏洞，该漏洞源于SparseTensorSliceDataset的实现有一个未定义的行为:在一定的条件下，它可以解除对nullptr值的引用。|CVE-2022-21736| | | | | | | | 
Tenda AX3 缓冲区错误漏洞|CNNVD-202202-216|2022-02-03|2022-02-09| |高危|缓冲区错误|Tenda Ax3是中国腾达（Tenda）公司的一款 Ax1800 千兆端口双频 Wifi 6 无线路由器。 Tenda AX3 v16.03.12.10_CN存在缓冲区错误漏洞，该漏洞允许攻击者通过列表参数造成拒绝服务 (DoS)。|CVE-2022-24156| | | | | | | | 
Kicad 缓冲区错误漏洞|CNNVD-202202-177|2022-02-03|2022-08-24| |高危|缓冲区错误|Kicad是KiCad Eda社区的一款用于印刷电路板设计的自由软件。 KiCad EDA 存在缓冲区错误漏洞，该漏洞源于 KiCad EDA 6.0.1 和 master 分支中 Viewer gerber 和 excellon GCodeNumber 解析功能中存在基于堆栈的缓冲区溢出漏洞。特制的 gerber 或 excellon 文件可能会导致代码执行。|CVE-2022-23947| | | | | | | | 
Cisco Small Business 缓冲区错误漏洞|CNNVD-202202-169|2022-02-03|2022-02-25| |高危|缓冲区错误|Cisco Small Business是美国思科（Cisco）公司的一个交换机。 Cisco Small Business RV 系列路由器存在缓冲区错误漏洞，该漏洞源于对用户提供的输入的验证不充分。攻击者可以通过向受影响的设备发送恶意输入来利用这些漏洞。成功的利用可能允许攻击者在底层 Linux 操作系统上执行任意命令。|CVE-2022-20707| | | | | | | | 
Cisco Small Business 缓冲区错误漏洞|CNNVD-202202-173|2022-02-03|2022-02-25| |超危|缓冲区错误|Cisco Small Business是美国思科（Cisco）公司的一个交换机。 Cisco Small Business RV 系列路由器存在缓冲区错误漏洞，该漏洞源于对 Web UI 的特定组件的输入验证不足。攻击者可以通过向受影响的设备发送精心设计的 HTTP 请求来利用此漏洞。成功的利用可能允许攻击者通过篡改 Web UI 进程提供的文件来覆盖现有文件或泄露机密数据。|CVE-2022-20711| | | | | | | | 
Apache Gobblin 信息泄露漏洞|CNNVD-202202-181|2022-02-03|2022-03-10| |中危|信息泄露|Apache Gobblin是美国阿帕奇（Apache）基金会的一个分布式数据集成框架。用于简化大数据集成的常见方面。 Apache Gobblin 中存在安全漏洞，该漏洞源于 Hadoop 令牌被写入一个临时文件，该文件对类 Unix 系统上的所有本地用户可见。|CVE-2021-36151| | | | | | | | 
Google TensorFlow 代码问题漏洞|CNNVD-202202-183|2022-02-03|2022-03-10| |中危|代码问题|Google TensorFlow是美国谷歌（Google）公司的一套用于机器学习的端到端开源平台。 Tensorflow 存在安全漏洞，该漏洞源于*Bincount操作的实现允许恶意用户通过传入会触发CHECK失败的参数来拒绝服务。|CVE-2022-21737| | | | | | | | 
Google TensorFlow 输入验证错误漏洞|CNNVD-202202-208|2022-02-03|2022-03-10| |中危|输入验证错误|Google TensorFlow是美国谷歌（Google）公司的一套用于机器学习的端到端开源平台。 Tensorflow 存在安全漏洞，该漏洞源于explaindex的实现容易受到由整数溢出bug引起的除0的影响。|CVE-2022-21729| | | | | | | | 
Google TensorFlow 安全漏洞|CNNVD-202202-195|2022-02-03|2022-03-10| |中危|其他|Google TensorFlow是美国谷歌（Google）公司的一套用于机器学习的端到端开源平台。 Tensorflow 存在安全漏洞，该漏洞源于ConcatV2的形状推断实现可用于通过由类型混淆引起的段错误触发拒绝服务攻击。|CVE-2022-21731| | | | | | | | 
Google TensorFlow 输入验证错误漏洞|CNNVD-202202-200|2022-02-03|2022-03-10| |中危|输入验证错误|Google TensorFlow是美国谷歌（Google）公司的一套用于机器学习的端到端开源平台。 Tensorflow 存在安全漏洞，该漏洞源于StringNGrams的实现可用于在整数溢出后导致内存不足的情况，从而触发拒绝服务攻击。|CVE-2022-21733| | | | | | | | 
Tenda AX3 缓冲区错误漏洞|CNNVD-202202-213|2022-02-03|2022-02-09| |高危|缓冲区错误|Tenda Ax3是中国腾达（Tenda）公司的一款 Ax1800 千兆端口双频 Wifi 6 无线路由器。 Tenda AX3 v16.03.12.10_CN存在缓冲区错误漏洞，该漏洞允许攻击者通过 devName 参数造成拒绝服务 (DoS)。|CVE-2022-24153| | | | | | | | 
Linux kernel 缓冲区错误漏洞|CNNVD-202202-179|2022-02-03|2022-03-10| |高危|缓冲区错误|Linux kernel是美国Linux基金会的开源操作系统Linux所使用的内核。 Linux kernel 存在安全漏洞，该漏洞源于蓝牙子系统中存在释放后重用漏洞，攻击者可以可利用该漏洞造成拒绝服务。|CVE-2021-4093| | | | | | | | 
Tenda AX3 缓冲区错误漏洞|CNNVD-202202-224|2022-02-03|2022-02-09| |高危|缓冲区错误|Tenda Ax3是中国腾达（Tenda）公司的一款 Ax1800 千兆端口双频 Wifi 6 无线路由器。 Tenda AX3 v16.03.12.10_CN存在缓冲区错误漏洞，该漏洞允许攻击者通过时间参数造成拒绝服务 (DoS)。|CVE-2022-24162| | | | | | | | 
Google TensorFlow 输入验证错误漏洞|CNNVD-202202-184|2022-02-03|2022-03-10| |中危|输入验证错误|Google TensorFlow是美国谷歌（Google）公司的一套用于机器学习的端到端开源平台。 Tensorflow 存在安全漏洞，该漏洞源于SparseCountSparseOutput的实现可以通过整数溢出使一个TensorFlow进程崩溃，其结果随后被用于内存分配。|CVE-2022-21738| | | | | | | | 
Cisco Small Business 缓冲区错误漏洞|CNNVD-202202-163|2022-02-03|2022-02-28| |高危|缓冲区错误|Cisco Small Business是美国思科（Cisco）公司的一个交换机。 Cisco Small Business RV 系列路由器存在缓冲区错误漏洞，该漏洞源于授权执行机制不足造成的。攻击者可以通过向受影响的设备提交特定命令来利用这些漏洞。成功的利用可能允许攻击者将权限提升为root并在受影响的系统上执行任意命令。|CVE-2022-20702| | | | | | | | 
Tenda AX3 缓冲区错误漏洞|CNNVD-202202-222|2022-02-03|2022-02-09| |高危|缓冲区错误|Tenda Ax3是中国腾达（Tenda）公司的一款 Ax1800 千兆端口双频 Wifi 6 无线路由器。 Tenda AX3 v16.03.12.10_CN存在缓冲区错误漏洞，该漏洞允许攻击者通过 timeZone 参数造成拒绝服务 (DoS)。|CVE-2022-24163| | | | | | | | 
Google TensorFlow 缓冲区错误漏洞|CNNVD-202202-189|2022-02-03|2022-02-28| |高危|缓冲区错误|Google TensorFlow是美国谷歌（Google）公司的一套用于机器学习的端到端开源平台。 Tensorflow 存在缓冲区错误漏洞，该漏洞源于Dequantize的实现并不完全验证axis的值，并可能导致堆OOB访问。|CVE-2022-21726| | | | | | | | 
Tenda AX3 缓冲区错误漏洞|CNNVD-202202-217|2022-02-03|2022-02-09| |高危|缓冲区错误|Tenda Ax3是中国腾达（Tenda）公司的一款 Ax1800 千兆端口双频 Wifi 6 无线路由器。 Tenda AX3 v16.03.12.10_CN存在缓冲区错误漏洞，该漏洞允许攻击者通过 deviceList 参数造成拒绝服务 (DoS)。|CVE-2022-24157| | | | | | | | 
编号撤回|CNNVD-202202-233|2022-02-03|2022-08-29| |中危|授权问题|Linux kernel是美国Linux基金会的开源操作系统Linux所使用的内核。KVM是其中的一个基于内核的虚拟机。 该CVE编号已撤回。|CVE-2021-3894| | | | | | | | 
Airspan Networks Mmp 授权问题漏洞|CNNVD-202202-207|2022-02-03|2022-02-28| |超危|授权问题|Airspan Networks Mmp是美国Airspan Networks公司的一个用于 Mimosa 固定无线设备的高级独立网络管理软件平台。 Airspan Networks Mmp 存在授权问题漏洞，该漏洞源于软件在多个API路由上存在不适当的授权问题。远程攻击者可利用该漏洞可以访问这些API路由，并在目标系统上执行任意代码。该漏洞允许远程攻击者绕过授权检查。|CVE-2022-21196| | | | | | | | 
Online-Movie-Ticket-Booking-System-In-Php SQL注入漏洞|CNNVD-202202-212|2022-02-03|2022-02-22| |高危|SQL注入|Online-Movie-Ticket-Booking-System-In-Php是一个在线电影预订系统。 Online-Movie-Ticket-Booking-System-In-Php 存在SQL注入漏洞，该漏洞源于 about.php 文件不对 id 参数执行输入验证。 攻击者可以将 SQL 查询附加到输入以从数据库中提取敏感信息。|CVE-2021-44866| | | | | | | | 
Google TensorFlow 输入验证错误漏洞|CNNVD-202202-191|2022-02-03|2022-02-28| |高危|输入验证错误|Google TensorFlow是美国谷歌（Google）公司的一套用于机器学习的端到端开源平台。 Tensorflow 存在输入验证错误漏洞，该漏洞源于去量化形状推理的实现容易受到整数溢出弱点的影响。|CVE-2022-21727| | | | | | | | 
Tenda AX3 缓冲区错误漏洞|CNNVD-202202-221|2022-02-03|2022-02-09| |高危|缓冲区错误|Tenda Ax3是中国腾达（Tenda）公司的一款 Ax1800 千兆端口双频 Wifi 6 无线路由器。 Tenda AX3 v16.03.12.10_CN存在缓冲区错误漏洞，该漏洞允许攻击者通过 mac 参数造成拒绝服务 (DoS)。|CVE-2022-24161| | | | | | | | 
Cisco Small Business 缓冲区错误漏洞|CNNVD-202202-164|2022-02-03|2022-02-25| |高危|缓冲区错误|Cisco Small Business是美国思科（Cisco）公司的一个交换机。 Cisco Small Business RV 系列路由器存在缓冲区错误漏洞，该漏洞源于安装在受影响设备上的软件映像验证不当所致。攻击者可以通过在设备上加载未签名的软件来利用此漏洞。成功的利用可能允许攻击者安装和启动恶意软件映像或在设备上执行未签名的二进制文件。|CVE-2022-20703| | | | | | | | 
Tenda G1 and G3 缓冲区错误漏洞|CNNVD-202202-232|2022-02-03|2022-02-11| |高危|缓冲区错误|Tenda G1 and G3是中国腾达（Tenda）公司的一个路由器。 Tenda G1 and G3 v15.11.0.17(9502)_CN存在缓冲区错误漏洞，该漏洞允许攻击者通过 addDhcpRules 参数导致拒绝服务 (DoS)。|CVE-2022-24172| | | | | | | | 
Cisco Small Business 缓冲区错误漏洞|CNNVD-202202-172|2022-02-03|2022-03-10| |中危|缓冲区错误|Cisco Small Business是美国思科（Cisco）公司的一个交换机。 Cisco Small Business RV 系列路由器存在安全漏洞，该漏洞源于登录尝试失败期间错误处理的异常所致。攻击者可以通过向受影响的设备提交特制的 HTTP 数据包来利用此漏洞。成功的利用可以让攻击者阻止用户登录受影响的设备。成功利用此漏洞不会影响已登录的用户。|CVE-2022-20710| | | | | | | | 
Apache Gobblin 信任管理问题漏洞|CNNVD-202202-180|2022-02-03|2022-02-22| |超危|信任管理问题|Apache Gobblin是美国阿帕奇（Apache）基金会的一个分布式数据集成框架。用于简化大数据集成的常见方面。 Apache Gobblin 存在信任管理问题漏洞，该漏洞源于 Apache Gobblin 信任 Gobblin-as-a-Service 中用于 LDAP 连接的所有证书。|CVE-2021-36152| | | | | | | | 
Pillow 输入验证错误漏洞|CNNVD-202202-1204|2022-02-03|2022-04-08| |超危|输入验证错误|Pillow是一款基于Python的图像处理库。 Pillow 9.0.1之前版本存在输入验证错误漏洞，该漏洞源于产品的remove操作未验证用户输入数据。攻击者可通过该漏洞利用输入命令来修改或删除预期的命令。|CVE-2022-24303| | | | | | | | 
Airspan Networks Mmp SQL注入漏洞|CNNVD-202202-202|2022-02-03|2022-02-28| |高危|SQL注入|Airspan Networks Mmp是美国Airspan Networks公司的一个用于 Mimosa 固定无线设备的高级独立网络管理软件平台。 Airspan Networks Mmp存在SQL注入漏洞，该漏洞源于用户提供的SQL数据没有充分处理。远程攻击者可利用该漏洞可以向受影响的应用程序发送专门的请求，并获取敏感信息。该漏洞允许远程攻击者在数据库中执行任意SQL查询。|CVE-2022-21176| | | | | | | | 
moziloCMS 路径遍历漏洞|CNNVD-202202-182|2022-02-03|2022-02-09| |超危|路径遍历|moziloCMS是开源的一个内容管理系统（CMS）。它主要针对对 HTML 知之甚少的用户，并以其对初学者友好的操作而令人印象深刻。 moziloCMS 存在路径遍历漏洞，该漏洞源于 mozilo2.0 被发现容易通过参数 curent_dir 受到目录遍历攻击。|CVE-2022-23357| | | | | | | | 
Mastodon 安全漏洞|CNNVD-202202-188|2022-02-03|2022-03-10| |超危|其他|Mastodon是一款基于ActivityPub的开源社交网络服务器。 Mastodon 存在安全漏洞，该漏洞源于不正确的访问控制，因为它不会压缩传入的已签名 JSON-LD 活动。|CVE-2022-24307| | | | | | | | 
Tenda AX3 缓冲区错误漏洞|CNNVD-202202-220|2022-02-03|2022-02-09| |高危|缓冲区错误|Tenda Ax3是中国腾达（Tenda）公司的一款 Ax1800 千兆端口双频 Wifi 6 无线路由器。 Tenda AX3 v16.03.12.10_CN存在缓冲区错误漏洞，该漏洞允许攻击者通过 devName 参数造成拒绝服务 (DoS)。|CVE-2022-24160| | | | | | | | 
Cisco Small Business 缓冲区错误漏洞|CNNVD-202202-166|2022-02-03|2022-02-25| |超危|缓冲区错误|Cisco Small Business是美国思科（Cisco）公司的一个交换机。 Cisco Small Business RV 系列路由器存在缓冲区错误漏洞，该漏洞源于会话标识符生成函数使用弱熵造成的。攻击者可以通过使用暴力破解来确定当前会话标识符，然后重用该标识符来接管正在进行的会话，或者通过制作新的有效会话标识符并绕过整个身份验证机制来利用此漏洞。成功的利用可能允许攻击者在 Web UI 中以最高管理用户级别的权限采取行动，并利用此通报中描述的其他漏洞发动进一步攻击。|CVE-2022-20705| | | | | | | | 
Cisco Small Business 缓冲区错误漏洞|CNNVD-202202-167|2022-02-03|2022-02-23| |高危|缓冲区错误|Cisco Small Business是美国思科（Cisco）公司的一个交换机。 Cisco Small Business RV 系列路由器存在缓冲区错误漏洞，该漏洞源于对用户提供的输入的验证不充分。攻击者可以通过向受影响的设备发送恶意输入来利用此漏洞。成功的利用可能允许攻击者在底层 Linux 操作系统上执行任意命令。要利用此漏洞，攻击者必须利用中间人位置或在连接到易受攻击路由器的特定网络设备上建立立足点。|CVE-2022-20706| | | | | | | | 
Airspan Networks Mmp 代码问题漏洞|CNNVD-202202-197|2022-02-03|2022-02-28| |高危|代码问题|Airspan Networks Mmp是美国Airspan Networks公司的一个用于 Mimosa 固定无线设备的高级独立网络管理软件平台。 Airspan Networks Mmp 存在代码问题漏洞，该漏洞源于软件在处理序列化数据时输入验证不安全，远程攻击者可利用该漏洞可以将专门制作的数据传递给应用程序，并创建任意类。该漏洞允许远程攻击者破坏目标系统。|CVE-2022-0138| | | | | | | | 
Google TensorFlow 代码问题漏洞|CNNVD-202202-186|2022-02-03|2022-03-10| |中危|代码问题|Google TensorFlow是美国谷歌（Google）公司的一套用于机器学习的端到端开源平台。 Tensorflow 存在安全漏洞，该漏洞源于QuantizedMaxPool的实现有一个未定义的行为，其中用户控制的输入可以触发到空指针的引用绑定。|CVE-2022-21739| | | | | | | | 
Tenda AX3 缓冲区错误漏洞|CNNVD-202202-215|2022-02-03|2022-02-09| |高危|缓冲区错误|Tenda Ax3是中国腾达（Tenda）公司的一款 Ax1800 千兆端口双频 Wifi 6 无线路由器。 Tenda AX3 v16.03.12.10_CN存在缓冲区错误漏洞，该漏洞允许攻击者通过 schedStartTime 和 schedEndTime 参数造成拒绝服务 (DoS)。|CVE-2022-24155| | | | | | | | 
Cisco Small Business 缓冲区错误漏洞|CNNVD-202202-168|2022-02-03|2022-02-23| |超危|缓冲区错误|Cisco Small Business是美国思科（Cisco）公司的一个交换机。 Cisco Small Business RV 系列路由器存在缓冲区错误漏洞，该漏洞源于对用户提供的输入的验证不充分。攻击者可以通过向受影响的设备发送恶意输入来利用这些漏洞。成功的利用可能允许攻击者在底层 Linux 操作系统上执行任意命令。|CVE-2022-20708| | | | | | | | 
Tenda AX3 缓冲区错误漏洞|CNNVD-202202-219|2022-02-03|2022-02-09| |高危|缓冲区错误|Tenda Ax3是中国腾达（Tenda）公司的一款 Ax1800 千兆端口双频 Wifi 6 无线路由器。 Tenda AX3 v16.03.12.10_CN存在缓冲区错误漏洞，该漏洞允许攻击者通过 startIp 和 endIp 参数造成拒绝服务 (DoS)。|CVE-2022-24159| | | | | | | | 
Google TensorFlow 数字错误漏洞|CNNVD-202202-210|2022-02-03|2022-03-10| |中危|数字错误|Google TensorFlow是美国谷歌（Google）公司的一套用于机器学习的端到端开源平台。 Tensorflow 存在安全漏洞，该漏洞源于FractionalMaxPool的实现可以通过除0使TensorFlow进程崩溃。|CVE-2022-21735| | | | | | | | 
Tenda AX3 缓冲区错误漏洞|CNNVD-202202-214|2022-02-03|2022-02-09| |高危|缓冲区错误|Tenda Ax3是中国腾达（Tenda）公司的一款 Ax1800 千兆端口双频 Wifi 6 无线路由器。 Tenda AX3 v16.03.12.10_CN存在缓冲区错误漏洞，该漏洞允许攻击者通过 rebootTime 参数造成拒绝服务 (DoS)。|CVE-2022-24154| | | | | | | | 
Airspan Networks Mmp 操作系统命令注入漏洞|CNNVD-202202-196|2022-02-03|2022-02-28| |超危|授权问题|Airspan Networks Mmp是美国Airspan Networks公司的一个用于 Mimosa 固定无线设备的高级独立网络管理软件平台。 Airspan Networks Mmp 存在操作系统命令注入漏洞，该漏洞源于软件输入验证不当。未经身份验证的远程攻击者可利用该漏洞可以将专门制作的数据传递给应用程序，并在目标系统上执行任意操作系统命令。|CVE-2022-21143| | | | | | | | 
Google TensorFlow 输入验证错误漏洞|CNNVD-202202-205|2022-02-03|2022-03-10| |中危|输入验证错误|Google TensorFlow是美国谷歌（Google）公司的一套用于机器学习的端到端开源平台。 Tensorflow 存在安全漏洞，该漏洞源于AddManySparseToTensorsMap的实现容易受到整数溢出的影响，当构建新的TensorShape对象时，会导致CHECK失败(基于拒绝服务的断言失败)。|CVE-2022-23568| | | | | | | | 
Tenda G1 and G3 命令注入漏洞|CNNVD-202202-231|2022-02-03|2022-02-11| |超危|命令注入|Tenda G1 and G3是中国腾达（Tenda）公司的一个路由器。 Tenda G1 and G3 v15.11.0.17(9502)_CN存在命令注入漏洞，该漏洞允许攻击者通过 pppoeServerIP、pppoeServerStartIP 和 pppoeServerEndIP 参数执行任意命令。|CVE-2022-24171| | | | | | | | 
Cisco Small Business 缓冲区错误漏洞|CNNVD-202202-171|2022-02-03|2022-02-23| |高危|缓冲区错误|Cisco Small Business是美国思科（Cisco）公司的一个交换机。 Cisco Small Business RV 系列路由器存在缓冲区错误漏洞，该漏洞源于文件上传上下文中的授权执行机制不足。攻击者可以通过向受影响的设备发送精心设计的 HTTP 请求来利用此漏洞。成功的利用可能允许攻击者将任意文件上传到受影响的设备。|CVE-2022-20709| | | | | | | | 
Google TensorFlow 安全漏洞|CNNVD-202202-198|2022-02-03|2022-03-10| |中危|其他|Google TensorFlow是美国谷歌（Google）公司的一套用于机器学习的端到端开源平台。 Tensorflow 存在安全漏洞，该漏洞源于ThreadPoolHandle的实现可以通过分配过多的内存来触发拒绝服务攻击。|CVE-2022-21732| | | | | | | | 
Kicad 缓冲区错误漏洞|CNNVD-202202-178|2022-02-03|2022-08-24| |高危|缓冲区错误|Kicad是KiCad Eda社区的一款用于印刷电路板设计的自由软件。 KiCad EDA 存在缓冲区错误漏洞，该漏洞源于 KiCad EDA 6.0.1 和 master 分支中 Viewer gerber 和 excellon GCodeNumber 解析功能中存在基于堆栈的缓冲区溢出漏洞。特制的 gerber 或 excellon 文件可能会导致代码执行。|CVE-2022-23946| | | | | | | | 
Tenda G1 and G3 缓冲区错误漏洞|CNNVD-202202-225|2022-02-03|2022-02-11| |高危|缓冲区错误|Tenda G1 and G3是中国腾达（Tenda）公司的一个路由器。 Tenda G1 and G3 v15.11.0.17(9502)_CN存在缓冲区错误漏洞，该漏洞允许攻击者通过 DnsHijackRule 参数导致拒绝服务 (DoS)。|CVE-2022-24164| | | | | | | | 
Airspan Networks Mmp 代码问题漏洞|CNNVD-202202-204|2022-02-03|2022-02-28| |超危|代码问题|Airspan Networks Mmp是美国Airspan Networks公司的一个用于 Mimosa 固定无线设备的高级独立网络管理软件平台。 Airspan Networks Mmp 存在代码问题漏洞，该漏洞源于用户提供的输入没有充分验证。远程攻击者可利用该漏洞可以发送一个特别制作的HTTP请求，并欺骗应用程序向任意系统发起请求。该漏洞允许远程攻击者执行SSRF攻击。|CVE-2022-21215| | | | | | | | 
Google TensorFlow 安全漏洞|CNNVD-202202-211|2022-02-03|2022-03-10| |中危|其他|Google TensorFlow是美国谷歌（Google）公司的一套用于机器学习的端到端开源平台。 Tensorflow 存在安全漏洞，该漏洞源于TensorFlow中的多个操作可以通过CHECK失败(即断言失败)来触发拒绝服务。|CVE-2022-23569| | | | | | | | 
Google TensorFlow 安全漏洞|CNNVD-202202-209|2022-02-03|2022-03-10| |中危|其他|Google TensorFlow是美国谷歌（Google）公司的一套用于机器学习的端到端开源平台。 Tensorflow 存在安全漏洞，该漏洞源于如果关键张量不是标量，MapStage的实现是脆弱的——CHECK失败。|CVE-2022-21734| | | | | | | | 
Tenda G1 and G3 缓冲区错误漏洞|CNNVD-202202-229|2022-02-03|2022-02-11| |高危|缓冲区错误|Tenda G1 and G3是中国腾达（Tenda）公司的一个路由器。 Tenda G1 and G3 v15.11.0.17(9502)_CN存在缓冲区错误漏洞，该漏洞允许攻击者通过 IPMacBindRule 参数导致拒绝服务 (DoS)。|CVE-2022-24169| | | | | | | | 
Cisco Small Business 缓冲区错误漏洞|CNNVD-202202-165|2022-02-03|2022-02-25| |中危|缓冲区错误|Cisco Small Business是美国思科（Cisco）公司的一个交换机。 Cisco Small Business RV 系列路由器存在缓冲区错误漏洞，该漏洞源于在建立与特定远程服务器的连接时收到的 SSL 服务器证书验证不当所致。攻击者可以通过使用中间人技术拦截受影响设备和服务器之间的流量，然后使用伪造的证书冒充服务器来利用此漏洞。成功的利用可能允许攻击者强制受影响的设备下载任意软件映像并发起进一步的攻击，并结合本公告中描述的其他漏洞。|CVE-2022-20704| | | | | | | | 
Tenda G1 and G3 缓冲区错误漏洞|CNNVD-202202-227|2022-02-03|2022-02-11| |高危|缓冲区错误|Tenda G1 and G3是中国腾达（Tenda）公司的一个路由器。 Tenda G1 and G3 v15.11.0.17(9502)_CN存在缓冲区错误漏洞，该漏洞允许攻击者通过 manualTime 参数导致拒绝服务 (DoS)。|CVE-2022-24166| | | | | | | | 
Cisco Small Business 缓冲区错误漏洞|CNNVD-202202-175|2022-02-03|2022-03-24| |高危|缓冲区错误|Cisco Small Business是美国思科（Cisco）公司的一个交换机。 Cisco Small Business RV 系列路由器存在缓冲区错误漏洞，该漏洞源于授权执行机制不足造成的。攻击者可以通过向受影响的设备提交特定命令来利用这些漏洞。成功的利用可能允许攻击者将权限提升为root并在受影响的系统上执行任意命令。|CVE-2022-20701| | | | | | | | 
Tenda G1 and G3 命令注入漏洞|CNNVD-202202-223|2022-02-03|2022-02-11| |超危|命令注入|Tenda G1 and G3是中国腾达（Tenda）公司的一个路由器。 Tenda G1 and G3 v15.11.0.17(9502)_CN存在命令注入漏洞，该漏洞允许攻击者通过 qvlanIP 参数执行任意命令。|CVE-2022-24165| | | | | | | | 
Google TensorFlow 数字错误漏洞|CNNVD-202202-187|2022-02-03|2022-03-10| |中危|数字错误|Google TensorFlow是美国谷歌（Google）公司的一套用于机器学习的端到端开源平台。 Tensorflow 存在安全漏洞，攻击者可以制作一个 TFLite 模型，该模型将在深度卷积的实现中触发除以零。|CVE-2022-21741| | | | | | | | 
Cisco Small Business 缓冲区错误漏洞|CNNVD-202202-170|2022-02-03|2022-02-23| |超危|缓冲区错误|Cisco Small Business是美国思科（Cisco）公司的一个交换机。 Cisco Small Business RV 系列路由器存在缓冲区错误漏洞，该漏洞源于对用户提供的输入的验证不充分。攻击者可以通过向受影响的设备发送恶意输入来利用这些漏洞。成功的利用可能允许攻击者在底层 Linux 操作系统上执行任意命令。|CVE-2022-20749| | | | | | | | 
Google TensorFlow 缓冲区错误漏洞|CNNVD-202202-185|2022-02-03|2022-03-10| |高危|缓冲区错误|Google TensorFlow是美国谷歌（Google）公司的一套用于机器学习的端到端开源平台。 Tensorflow 存在安全漏洞，该漏洞源于SparseCountSparseOutput的实现容易出现堆溢出。|CVE-2022-21740| | | | | | | | 
Cisco Small Business 缓冲区错误漏洞|CNNVD-202202-174|2022-02-03|2022-02-23| |超危|缓冲区错误|Cisco Small Business是美国思科（Cisco）公司的一个交换机。 Cisco Small Business RV 系列路由器存在缓冲区错误漏洞，该漏洞源于处理特定 HTTP 请求时边界检查不足所致。攻击者可以通过向受影响的设备发送恶意 HTTP 请求来利用此漏洞。成功的利用可能允许攻击者在设备上执行具有非root权限的代码。|CVE-2022-20712| | | | | | | | 
Airspan Networks Mmp 安全漏洞|CNNVD-202202-199|2022-02-03|2022-03-10| |超危|其他|Airspan Networks Mmp是美国Airspan Networks公司的一个用于 Mimosa 固定无线设备的高级独立网络管理软件平台。 Airspan Networks Mmp 存在安全漏洞，该漏洞源于软件对多个API函数的不当授权问题。远程攻击者可利用该漏洞可以访问这些API路由，并在目标系统上执行任意代码。该漏洞允许远程攻击者绕过授权检查。|CVE-2022-21141| | | | | | | | 
Google TensorFlow 缓冲区错误漏洞|CNNVD-202202-193|2022-02-03|2022-02-09| |高危|缓冲区错误|Google TensorFlow是美国谷歌（Google）公司的一套用于机器学习的端到端开源平台。 Tensorflow 存在缓冲区错误漏洞，该漏洞源于FractionalAvgPoolGrad的实现不考虑输入张量无效的情况，允许攻击者可利用该漏洞从堆的边界外读取。|CVE-2022-21730| | | | | | | | 
